Location;XYZCOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
O-09-21;Y;"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0";"UHYJ3A;11.0"
J-06-21;Y;"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5";"NM6C73;8.5"
J-18-13;Y;"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0";"SY1DDY;11.0"
L-05-23;Y;"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0";"J3FI7N;9.0"
M-07-11;Y;"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5";"9FWH2G;8.5"
L-17-21;Y;"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0";"2OAVPY;10.0"
J-18-23;Y;"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0";"PP9DNA;12.0"
K-05-11;Y;"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0";"IYV9SV;9.0"
K-06-12;Y;"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5";"KTDZY0;7.5"
O-13-23;Y;"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0";"69L9MX;9.0"
M-15-13;Y;"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0";"SMMRK3;7.0"
M-16-12;Y;"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0";"DSQXYR;12.0"
M-07-21;Y;"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5";"JHSQHS;7.5"
M-08-22;Y;"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0";"5MNTT7;11.0"
K-18-12;Y;"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0";"VHQ356;13.0"
M-16-22;Y;"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0";"HCMI82;11.0"
M-15-23;Y;"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0";"1JT1XB;9.0"
N-08-13;Y;"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5";"1JT1XB;9.5"
N-07-12;Y;"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0";"8N10W9;15.0"
K-05-21;Y;"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5";"UHYJ3A;9.5"
K-06-22;Y;"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0";"UHYJ3A;10.0"
K-17-13;Y;"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0";"YKQY4X;12.0"
K-18-22;Y;"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0";"HOUJQN;6.0"
K-17-23;Y;"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5";"QVFB0Q;10.5"
N-16-11;Y;"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5";"HI2X6U;10.5"
N-15-12;Y;"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5";"J3FI7N;10.5"
L-06-13;Y;"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0";"Z8KPP8;7.0"
N-08-23;Y;"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0";"Z8KPP8;13.0"
N-07-22;Y;"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0";"CD1NU9;8.0"
L-05-12;Y;"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5";"QVFB0Q;9.5"
L-17-12;Y;"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0";"9KHDG3;9.0"
L-18-11;Y;"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0";"B24J86;7.0"
N-16-21;Y;"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0";"5MNTT7;9.0"
N-15-22;Y;"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5";"NISP6K;7.5"
O-07-13;Y;"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0";"AB9XBU;10.0"
L-06-23;Y;"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0";"F7LULH;6.0"
J-04-13;Y;"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5";"I1KDJ0;7.5"
M-08-11;Y;"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5";"ZGYCSW;9.5"
L-05-22;Y;"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5";"6M2FJM;7.5"
L-17-22;Y;"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0";"YKQY4X;11.0"
O-15-11;Y;"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0";"UHYJ3A;9.0"
K-06-11;Y;"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0";"V6K6JX;10.0"
L-18-21;Y;"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0";"CD1NU9;13.0"
M-16-13;Y;"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5";"TBCCF7;8.5"
M-05-13;Y;"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0";"32ZKOX;13.0"
M-08-21;Y;"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0";"D05ZS7;12.0"
O-07-23;Y;"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0";"800OVF;10.0"
J-20-11;Y;"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5";"37VA62;8.5"
J-04-23;Y;"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5";"05W6TK;12.5"
K-18-13;Y;"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0";"32ZKOX;7.0"
O-15-21;Y;"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0";"7BU1V7;13.0"
M-16-23;Y;"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5";"N6JU7C;6.5"
M-17-11;Y;"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0";"5P2MVG;9.0"
J-20-21;Y;"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5";"TB6WIP;10.5"
N-08-12;Y;"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0";"HCMI82;8.0"
M-05-23;Y;"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0";"H1I7JZ;10.0"
K-03-13;Y;"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0";"IA7X1P;7.0"
K-06-21;Y;"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0";"69L9MX;11.0"
N-07-11;Y;"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5";"V6K6JX;10.5"
K-18-23;Y;"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0";"NJVZEL;11.0"
N-16-12;Y;"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0";"V6K6JX;11.0"
L-05-11;Y;"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5";"V6K6JX;9.5"
