Location;XYZCOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
B-17-40;C;"M8W7TS;14";"NISP6K;5";"ZRCYSH;14";"B24J86;6";"3LQL9L;7";"FQ53YY;7";"C5O9C9;13";"ZVUW6Z;16";"SVJZKL;12";"TQBVRI;12";"W518XY;16";"8N10W9;9";"XLTRGL;12";"8N10W9;16";"4ILN0A;15";"M67GNC;15";"PY5UPB;4";"NJVZEL;15"
B-18-30;C;"6WT73N;16";"QVFB0Q;4";"K3YA1X;13";"B24J86;16";"XSFSKX;9";"K3YA1X;14";"ETU70R;9";"SSQFQA;6";"JU0ODD;16";"0SJH1Z;7";"AHSNWF;5";"HI2X6U;7";"2T1DJM;8";"HCMI82;8";"DF3KQM;4";"4ILN0A;14";"BLJLMQ;13";"0SJH1Z;16"
B-18-40;C;"ADT9MG;10";"EQQBND;11";"ZVUW6Z;16";"K3YA1X;12";"UNPPMJ;4";"6N3PKW;12";"9KZ6W1;4";"VWXLZJ;13";"IA7X1P;5";"8D9SAW;13";"JCNON3;14";"ULG3QT;13";"JCIIEB;16";"HCMI82;13";"1ENECA;4";"EAJXUV;4";"XUZJ74;12";"QP56BU;16"
B-19-30;C;"HXQR4L;8";"BLJLMQ;11";"U95NWB;15";"HOUJQN;4";"JHSQHS;16";"UHYJ3A;8";"WRRW1W;5";"ULG3QT;16";"QM2UH1;13";"EBKM6C;6";"RN2DSQ;8";"SSQFQA;5";"LXJQVG;4";"I1KDJ0;11";"FQ53YY;8";"EUMBM7;10";"PY5UPB;16";"6N3PKW;5"
B-19-40;C;"TAHFOD;6";"3LQL9L;7";"AHR20O;16";"UNPPMJ;14";"M67GNC;8";"W518XY;7";"HGXJD0;6";"IYV9SV;5";"1D2ILZ;15";"DF3KQM;14";"70EPUK;8";"84ABYS;16";"W25EZN;4";"TQBVRI;12";"HI2X6U;8";"I1KDJ0;9";"AHR20O;11";"5HQR89;10"
B-20-30;C;"4E0KXI;15";"Y813MQ;6";"AKP0A7;16";"RN2DSQ;7";"X31OGS;13";"HXQR4L;15";"70EPUK;14";"HXQR4L;7";"X0HH8Y;6";"X31OGS;8";"6M2FJM;4";"KZ5VR3;8";"4ILN0A;5";"C5O9C9;12";"GPBMZJ;5";"5P2MVG;5";"QXS5D1;11";"IAKTYD;6"
B-20-40;C;"A7MDBC;5";"HI2X6U;16";"YE890X;11";"EYEOXS;12";"066BOU;14";"AHSNWF;16";"IYXV3Z;6";"T3NVTG;12";"0SJH1Z;12";"ULG3QT;5";"IPGA7X;8";"U8203G;5";"5X8RAN;8";"5HQR89;9";"EA91CP;6";"SVFO5S;5";"C5O9C9;6";"0SJH1Z;12"
B-21-30;C;"W518XY;5";"RN2DSQ;6";"1D2ILZ;6";"9KHDG3;4";"JWTWL1;9";"JEGRCL;11";"M8W7TS;16";"PC1PMV;4";"JGP0ID;16";"TQBVRI;9";"QM2UH1;7";"6MKIC6;7";"AHR20O;11";"CVU3QV;8";"9KZ6W1;5";"PP9DNA;13";"A19092;13";"Y813MQ;4"
B-21-40;C;"SMMRK3;13";"MLV9BR;16";"YKQY4X;13";"QM2UH1;10";"IYV9SV;10";"NISP6K;6";"32ZKOX;5";"JWTWL1;13";"JCNON3;14";"QP56BU;6";"CD1NU9;15";"HXQR4L;6";"Q164T6;16";"066BOU;11";"HXQR4L;12";"QTMT7N;9";"H1I7JZ;16";"MLV9BR;4"
B-22-30;C;"6M2FJM;5";"RUUOCB;13";"1D2ILZ;16";"SWN7AU;4";"XUZJ74;13";"7GC57K;5";"5IXVJ1;15";"4E0KXI;4";"4E0KXI;16";"SWN7AU;11";"VHQ356;15";"PY5UPB;16";"I1X92B;9";"XUZJ74;8";"AHSNWF;7";"Z26SRT;14";"I1KDJ0;4";"PZUF7K;9"
B-22-40;C;"ZX6MUV;8";"IPGA7X;8";"XPZSZ1;13";"TAHFOD;11";"F29V5I;5";"TOENMT;14";"56TC1Z;7";"JGP0ID;11";"EO69NY;5";"TOENMT;6";"4ILN0A;14";"ADT9MG;11";"2T1DJM;13";"JCIIEB;9";"EQQBND;9";"YN8OHN;8";"U8203G;5";"DNLEH7;11"
B-23-30;C;"3LQL9L;16";"TOENMT;13";"YRRNGL;9";"RN2DSQ;10";"05W6TK;12";"ZGYCSW;4";"SVFO5S;16";"I1X92B;8";"4SD17H;8";"8N10W9;9";"TQBVRI;15";"EAJXUV;15";"6WT73N;16";"YXGRMP;4";"9FWH2G;13";"4E0KXI;13";"F7LULH;6";"QOMHJ2;14"
B-23-40;C;"B24J86;15";"VHQ356;4";"HA0BOB;7";"JGP0ID;6";"TB6WIP;16";"JWTWL1;7";"8D9SAW;16";"RAUDQ6;12";"AX7BJ8;5";"6N3PKW;6";"JCNON3;11";"3LQL9L;9";"1D2ILZ;8";"9VBE59;5";"IA7X1P;10";"5HQR89;14";"DGAONE;12";"X0HH8Y;14"
B-24-30;C;"HA0BOB;16";"YKQY4X;15";"PZUF7K;6";"U95NWB;12";"6N3PKW;4";"RUUOCB;16";"ZVUW6Z;6";"9S4AF8;10";"EBKM6C;9";"I1X92B;12";"2OAVPY;6";"QP56BU;12";"ZRCYSH;13";"ASG1IT;5";"QM2UH1;15";"6MKIC6;8";"EAJXUV;13";"ASG1IT;6"
B-24-40;C;"I2B1FH;12";"6WT73N;5";"APQKWK;16";"CST1KC;7";"02MRUH;9";"E2ES5Z;16";"JWTWL1;7";"QOMHJ2;9";"PC1PMV;8";"IYV9SV;13";"9KHDG3;11";"HGXJD0;6";"69L9MX;8";"Z8KPP8;4";"37VA62;11";"AHSNWF;13";"UU4A1K;7";"V7JUQL;10"
C-13-30;C;"O7AXAK;8";"UU4A1K;4";"EAJXUV;16";"ZRCYSH;13";"5P4LRT;10";"9FWH2G;13";"T3NVTG;4";"JUUL5B;16";"CVU3QV;6";"ZRCYSH;4";"RBKNR4;8";"H51IVV;14";"HLOISD;12";"TAHFOD;5";"YXGRMP;15";"TLFT43;9";"SVJZKL;14";"I1X92B;5"
C-13-40;C;"XSFSKX;6";"SVJZKL;16";"IYLV38;4";"G8ASPE;11";"IYLV38;6";"WGHG3L;11";"TNZ1OO;5";"HI2X6U;10";"DNLEH7;9";"JU0ODD;8";"32ZKOX;15";"DGAONE;13";"YE890X;6";"YXGRMP;5";"TLFT43;11";"0LNUOV;15";"1ENECA;11";"PZUF7K;11"
C-14-30;C;"69L9MX;6";"I1KDJ0;10";"UCRNWD;8";"YN8OHN;5";"7BU1V7;5";"800OVF;9";"M67GNC;9";"56TC1Z;11";"05W6TK;8";"6N3PKW;9";"7GC57K;15";"M8W7TS;10";"5HQR89;6";"JHSQHS;4";"XSFSKX;5";"EYEOXS;11";"N6JU7C;16";"XUZJ74;10"
C-14-40;C;"GPBMZJ;13";"HCMI82;12";"37VA62;6";"5HQR89;13";"HCMI82;5";"UDF17E;15";"EQQBND;14";"RBKNR4;16";"DNLEH7;11";"SMMRK3;13";"EQQBND;9";"CVU3QV;11";"SVJZKL;14";"EUMBM7;14";"K3YA1X;16";"DGAONE;7";"LXJQVG;13";"37VA62;5"
C-15-30;C;"8N10W9;5";"IA7X1P;7";"6N3PKW;13";"8N10W9;14";"Q50W5L;11";"W25EZN;10";"NISP6K;7";"5MNTT7;12";"UCRNWD;10";"JEGRCL;8";"X0HH8Y;16";"NISP6K;15";"UNPPMJ;12";"SSQFQA;14";"YRRNGL;10";"CU53FM;5";"QVFB0Q;9";"NM6C73;11"
C-15-40;C;"IAKTYD;16";"JWTWL1;10";"EO69NY;9";"S90CD9;10";"HA0BOB;5";"SVFO5S;11";"HA0BOB;11";"IA7X1P;9";"KUFVRI;8";"APQKWK;7";"CD1NU9;9";"QVFB0Q;5";"ZRCYSH;11";"ASG1IT;7";"TNAHD4;6";"XFQ9CP;8";"NJVZEL;16";"2OAVPY;10"
C-16-30;C;"2T1DJM;9";"PP9DNA;16";"JEGRCL;10";"D05ZS7;11";"8N10W9;13";"2Z7ZEP;9";"QTMT7N;12";"TQBVRI;10";"7GC57K;11";"DNLEH7;7";"FJ25W1;8";"EUMBM7;14";"6M2FJM;5";"WH1BJI;9";"CU53FM;12";"YKQY4X;13";"TLFT43;10";"6MKIC6;15"
C-16-40;C;"BLJLMQ;8";"HXQR4L;13";"TLFT43;11";"1A6YTA;6";"UNPPMJ;6";"VWXLZJ;5";"ZX6MUV;6";"ZGYCSW;5";"C5O9C9;10";"I2B1FH;9";"IYV9SV;7";"DF3KQM;16";"TQBVRI;5";"32ZKOX;4";"Q50W5L;7";"BLJLMQ;5";"8D9SAW;6";"6WT73N;10"
C-17-30;C;"69L9MX;13";"RBKNR4;6";"D8AMD3;11";"JCNON3;4";"HOUJQN;14";"JHSQHS;14";"J2URNJ;7";"JGP0ID;9";"AX7BJ8;4";"V7JUQL;16";"YXGRMP;10";"UHYJ3A;9";"FQ53YY;12";"Y813MQ;8";"IJBSQT;8";"UCRNWD;8";"37VA62;8";"6NDM0O;13"
C-17-40;C;"JCNON3;7";"QP56BU;6";"IPGA7X;11";"IAKTYD;12";"63KAC1;16";"HA0BOB;6";"8E9F1P;11";"H51IVV;16";"LXJQVG;7";"DGAONE;10";"JU0ODD;16";"1D2ILZ;4";"WH1BJI;9";"1JT1XB;8";"EA91CP;4";"CU53FM;9";"PC1PMV;8";"9KHDG3;6"
C-18-30;C;"5P2MVG;15";"HCMI82;13";"G8ASPE;10";"5X8RAN;13";"EA91CP;10";"XSFSKX;8";"CD1NU9;7";"A7MDBC;11";"F7LULH;6";"WH1BJI;12";"SWN7AU;8";"UU4A1K;7";"SMMRK3;8";"XUZJ74;8";"TB6WIP;7";"DF3KQM;5";"TNZ1OO;6";"FJ25W1;10"
C-18-40;C;"YN8OHN;7";"IAKTYD;16";"IYXV3Z;9";"XFQ9CP;15";"HGXJD0;13";"PZUF7K;10";"WH1BJI;7";"JHSQHS;13";"NISP6K;9";"J2URNJ;7";"1ENECA;9";"UHYJ3A;13";"C5O9C9;12";"DNLEH7;4";"0SJH1Z;11";"0LNUOV;13";"TBCCF7;7";"TBCCF7;15"
C-19-30;C;"5IXVJ1;5";"PP9DNA;6";"TLFT43;4";"UU4A1K;5";"T3NVTG;15";"YXGRMP;15";"W518XY;7";"H1I7JZ;11";"84ABYS;9";"YF0X2Z;7";"1D2ILZ;11";"IA7X1P;8";"IYLV38;16";"A7MDBC;15";"QTMT7N;13";"TBCCF7;16";"ZGYCSW;13";"PZUF7K;7"
C-19-40;C;"5HQR89;5";"VWXLZJ;6";"UU4A1K;5";"JCNON3;9";"AHSNWF;9";"QXS5D1;11";"6N3PKW;10";"CVU3QV;13";"VHQ356;5";"122OKQ;12";"AHSNWF;6";"A7MDBC;4";"UHYJ3A;4";"UMKYTJ;7";"M8W7TS;10";"4E1WTK;4";"JCNON3;10";"ZX6MUV;15"
C-20-30;C;"HI2X6U;5";"D05ZS7;11";"Y813MQ;15";"HCMI82;12";"W518XY;12";"UU4A1K;15";"IJBSQT;5";"KZ5VR3;9";"IA7X1P;16";"02MRUH;13";"5P4LRT;11";"9KZ6W1;16";"MLV9BR;13";"YF0X2Z;11";"8D9SAW;16";"6NDM0O;13";"ZGYCSW;10";"O7TSVL;6"
C-20-40;C;"VHQ356;4";"2Z7ZEP;4";"56TC1Z;15";"D8AMD3;11";"70EPUK;7";"RN2DSQ;12";"TLFT43;7";"DNLEH7;14";"SVFO5S;7";"HGXJD0;6";"TNZ1OO;7";"UMKYTJ;7";"XPZSZ1;14";"TBCCF7;8";"YMN5EM;11";"SVFO5S;10";"GPBMZJ;15";"QTMT7N;16"
C-21-30;C;"KUFVRI;7";"9KZ6W1;5";"FQ53YY;9";"TNAHD4;12";"FQ53YY;5";"CST1KC;8";"UHYJ3A;11";"UHYJ3A;12";"UMKYTJ;10";"A7MDBC;7";"JEGRCL;12";"DF3KQM;9";"A19092;13";"E2ES5Z;7";"8D9SAW;7";"XSFSKX;7";"F7LULH;13";"6NDM0O;10"
C-21-40;C;"5MNTT7;7";"1A6YTA;6";"EQQBND;9";"PC1PMV;16";"9S4AF8;16";"KUFVRI;9";"Q50W5L;6";"ULG3QT;10";"5X8RAN;12";"HOUGRO;16";"HI2X6U;13";"JCIIEB;11";"2Z7ZEP;4";"LXJQVG;16";"JEGRCL;4";"FJ25W1;10";"IA7X1P;9";"TLFT43;12"
C-22-30;C;"I1KDJ0;7";"EBKM6C;5";"YN8OHN;10";"JCNON3;15";"AHR20O;4";"1A6YTA;13";"NJVZEL;11";"JHSQHS;6";"AKP0A7;13";"HCMI82;5";"W25EZN;14";"0LNUOV;7";"TNAHD4;15";"3LQL9L;10";"A7MDBC;9";"ZRCYSH;5";"63KAC1;13";"HI2X6U;6"
C-22-40;C;"8N10W9;8";"02MRUH;10";"EA91CP;6";"QVFB0Q;14";"UDF17E;12";"1ENECA;12";"EA91CP;8";"YXGRMP;12";"6M2FJM;13";"W518XY;13";"PZUF7K;5";"9VBE59;9";"DF3KQM;14";"ETU70R;8";"SWN7AU;7";"WH1BJI;12";"2Z7ZEP;8";"AB9XBU;6"
C-23-30;C;"G8ASPE;5";"122OKQ;10";"PC1PMV;5";"4E1WTK;4";"ZX6MUV;6";"8N10W9;16";"S90CD9;6";"7GC57K;4";"ZGYCSW;8";"JEGRCL;5";"WH1BJI;12";"W518XY;8";"UHYJ3A;7";"5MNTT7;7";"Z8KPP8;15";"3LQL9L;14";"QM2UH1;15";"E5CISL;13"
C-23-40;C;"05W6TK;14";"Z8KPP8;12";"E5CISL;15";"H51IVV;5";"DSQXYR;14";"ZVUW6Z;16";"HLOISD;14";"63KAC1;11";"4E0KXI;7";"YRRNGL;11";"XFQ9CP;14";"0LNUOV;4";"70EPUK;11";"DF3KQM;6";"O7TSVL;5";"O9YFO8;15";"AKP0A7;13";"84ABYS;14"
C-24-30;C;"O7TSVL;15";"1A6YTA;7";"F98BNI;7";"VWXLZJ;10";"V6K6JX;13";"SVFO5S;9";"066BOU;7";"LXJQVG;15";"JHSQHS;14";"SVJZKL;16";"WH1BJI;10";"4ILN0A;5";"2LPO6D;8";"A7MDBC;7";"XLTRGL;9";"Z26SRT;9";"JUUL5B;13";"ZGYCSW;10"
C-24-40;C;"U95NWB;7";"PP9DNA;10";"J2URNJ;14";"CVU3QV;12";"3LQL9L;12";"IYV9SV;5";"HGXJD0;12";"70EPUK;11";"Q50W5L;6";"QVFB0Q;9";"PY5UPB;8";"4E1WTK;6";"QTMT7N;15";"5X8RAN;16";"2Z7ZEP;8";"Z8KPP8;6";"9FWH2G;15";"JUUL5B;9"
D-13-30;C;"1JT1XB;6";"IAKTYD;11";"JCIIEB;6";"RAUDQ6;13";"IYV9SV;6";"8N10W9;5";"VWXLZJ;12";"02MRUH;11";"EA91CP;8";"E5CISL;8";"WGHG3L;10";"DNLEH7;6";"IYLV38;8";"JHSQHS;12";"5HQR89;6";"6NDM0O;14";"WRRW1W;5";"4E0KXI;9"
D-13-40;C;"4E0KXI;5";"W25EZN;12";"VWXLZJ;7";"QVFB0Q;12";"V6K6JX;5";"JCNON3;8";"1ENECA;7";"O7TSVL;14";"ZX6MUV;9";"PZUF7K;6";"ODZZLY;10";"X0HH8Y;14";"HCMI82;13";"02MRUH;8";"UHYJ3A;4";"LXJQVG;6";"YMN5EM;15";"TQBVRI;16"
D-14-30;C;"HCMI82;5";"DNLEH7;7";"5IXVJ1;15";"EA91CP;16";"U95NWB;5";"J2URNJ;15";"TLFT43;7";"U95NWB;4";"0LNUOV;9";"6WT73N;9";"RBKNR4;6";"YE890X;14";"CU53FM;15";"AHR20O;6";"O7TSVL;4";"9KZ6W1;14";"AX7BJ8;6";"NM6C73;10"
D-14-40;C;"TNZ1OO;8";"7GC57K;11";"V6K6JX;15";"QM2UH1;14";"UDF17E;13";"TOENMT;4";"800OVF;11";"AKP0A7;10";"KUFVRI;5";"UHYJ3A;15";"V6K6JX;15";"RAUDQ6;15";"TLFT43;9";"XLTRGL;12";"9VBE59;7";"JGP0ID;13";"U95NWB;4";"ODZZLY;7"
D-15-30;C;"2Z7ZEP;5";"RUUOCB;12";"CVU3QV;8";"1ENECA;8";"X31OGS;8";"JEGRCL;8";"HI2X6U;13";"TQBVRI;10";"XUZJ74;10";"X0HH8Y;10";"W518XY;10";"J3FI7N;4";"HCMI82;13";"6WT73N;10";"EYEOXS;14";"UU4A1K;4";"CVU3QV;12";"ETU70R;6"
D-15-40;C;"JUUL5B;16";"122OKQ;9";"RAUDQ6;7";"69L9MX;12";"2OAVPY;11";"WGHG3L;8";"YKQY4X;4";"9KZ6W1;11";"EA91CP;13";"C5O9C9;7";"TAHFOD;7";"HLOISD;8";"T3NVTG;12";"KUFVRI;7";"S90CD9;14";"Z26SRT;4";"02MRUH;6";"DF3KQM;8"
D-16-30;C;"HGXJD0;6";"YN8OHN;4";"TNAHD4;16";"UU4A1K;12";"Z26SRT;13";"KZ5VR3;12";"AX7BJ8;6";"JWTWL1;16";"TNAHD4;6";"HGXJD0;6";"37VA62;13";"E2ES5Z;5";"CU53FM;15";"EBKM6C;5";"1ENECA;16";"EO69NY;9";"GPBMZJ;10";"ETU70R;5"
D-16-40;C;"VHQ356;8";"Z8KPP8;11";"5IXVJ1;16";"6WT73N;14";"AHSNWF;4";"WGHG3L;13";"800OVF;12";"APQKWK;9";"H1I7JZ;13";"YMN5EM;13";"CD1NU9;12";"NM6C73;4";"J2URNJ;10";"F7LULH;12";"84ABYS;14";"RN2DSQ;6";"KTDZY0;7";"O7AXAK;16"
D-17-30;C;"70EPUK;4";"TNZ1OO;4";"CU53FM;14";"EAJXUV;14";"CD1NU9;8";"CST1KC;13";"1D2ILZ;11";"JCNON3;4";"SVFO5S;16";"IAKTYD;16";"YRRNGL;7";"YF0X2Z;12";"UU4A1K;14";"JU0ODD;16";"8E9F1P;14";"5MNTT7;5";"PC1PMV;16";"HLOISD;14"
D-17-40;C;"6NDM0O;13";"V6K6JX;4";"RUUOCB;5";"TLFT43;12";"EUMBM7;12";"TBCCF7;14";"CU53FM;15";"VHQ356;14";"02MRUH;6";"3LQL9L;16";"TOENMT;7";"X0HH8Y;5";"IYLV38;10";"YKQY4X;16";"JCIIEB;14";"37VA62;9";"QVFB0Q;15";"CST1KC;11"
D-18-30;C;"A19092;15";"WRRW1W;6";"EBKM6C;13";"70EPUK;4";"F7LULH;7";"CU53FM;16";"FQ53YY;15";"37VA62;4";"2Z7ZEP;14";"6NDM0O;12";"W25EZN;8";"S90CD9;8";"DNLEH7;7";"U8203G;14";"DSQXYR;10";"TOENMT;15";"8E9F1P;8";"D05ZS7;5"
D-18-40;C;"F73ZE1;6";"5P4LRT;7";"ZRCYSH;8";"SVFO5S;11";"F7LULH;4";"05W6TK;4";"2T1DJM;10";"PC1PMV;10";"I2B1FH;15";"7BU1V7;4";"F98BNI;8";"ASG1IT;7";"02MRUH;8";"IPGA7X;9";"IA7X1P;5";"EUMBM7;7";"6MKIC6;5";"HCMI82;12"
D-19-30;C;"Z26SRT;6";"122OKQ;10";"6N3PKW;11";"066BOU;14";"TNAHD4;11";"YF0X2Z;7";"JHSQHS;10";"I1X92B;6";"05W6TK;7";"T3NVTG;14";"RAUDQ6;5";"Q164T6;4";"UHYJ3A;15";"IYXV3Z;14";"FJ25W1;11";"DNLEH7;9";"2OAVPY;8";"XFQ9CP;5"
D-19-40;C;"EQQBND;12";"6WT73N;6";"9VBE59;11";"YXGRMP;8";"7BU1V7;13";"A7MDBC;9";"QOMHJ2;6";"JUUL5B;5";"B24J86;6";"HI2X6U;6";"ADT9MG;10";"6MKIC6;16";"M8W7TS;12";"9S4AF8;5";"F98BNI;9";"69L9MX;15";"BLJLMQ;7";"122OKQ;15"
D-20-30;C;"A7MDBC;6";"NM6C73;11";"QOMHJ2;8";"9FWH2G;9";"EBKM6C;6";"8BSFSA;14";"6N3PKW;9";"70EPUK;9";"G8ASPE;10";"YF0X2Z;5";"SY1DDY;16";"LXJQVG;5";"56TC1Z;8";"69L9MX;9";"02MRUH;9";"QOMHJ2;12";"AHR20O;8";"O7TSVL;10"
D-20-40;C;"ODZZLY;11";"DF3KQM;5";"066BOU;11";"6MKIC6;12";"9FWH2G;14";"1A6YTA;15";"Q164T6;9";"066BOU;16";"AB9XBU;13";"VHQ356;11";"6WT73N;5";"JGP0ID;11";"T3NVTG;15";"DSQXYR;9";"TLFT43;5";"V6K6JX;10";"HOUJQN;11";"63KAC1;11"
D-21-30;C;"AKP0A7;4";"F0P5OQ;11";"RAUDQ6;7";"ULG3QT;14";"EUMBM7;8";"02MRUH;14";"HXQR4L;8";"H1I7JZ;4";"XPZSZ1;7";"2LPO6D;10";"RAUDQ6;13";"SY1DDY;6";"UHYJ3A;10";"DGAONE;10";"CD1NU9;13";"9KHDG3;5";"MLV9BR;10";"WGHG3L;13"
D-21-40;C;"32ZKOX;7";"KZ5VR3;6";"AHR20O;12";"D05ZS7;6";"HXQR4L;7";"IYV9SV;8";"6WT73N;12";"BLJLMQ;8";"DGAONE;8";"SWN7AU;14";"B24J86;7";"Q50W5L;14";"MLV9BR;16";"3LQL9L;10";"4E0KXI;8";"DF3KQM;5";"V7JUQL;7";"JCIIEB;5"
D-22-30;C;"F0P5OQ;15";"63KAC1;5";"QP56BU;11";"PY5UPB;15";"ASG1IT;10";"Q50W5L;7";"TB6WIP;14";"122OKQ;5";"9FWH2G;6";"N6JU7C;14";"ZX6MUV;7";"HGXJD0;4";"XSFSKX;13";"ETU70R;8";"B24J86;7";"IYXV3Z;5";"GPBMZJ;15";"FJ25W1;5"
D-22-40;C;"RUUOCB;12";"KZ5VR3;4";"8N10W9;11";"UCRNWD;13";"066BOU;9";"JWTWL1;15";"1A6YTA;6";"6NDM0O;14";"NJVZEL;5";"JEGRCL;7";"TBCCF7;14";"TNAHD4;8";"O7AXAK;13";"RBKNR4;11";"ZRCYSH;8";"ETU70R;11";"W25EZN;9";"RBKNR4;11"
D-23-30;C;"E5CISL;13";"2Z7ZEP;16";"HOUJQN;10";"70EPUK;5";"KZ5VR3;10";"37VA62;9";"9KHDG3;7";"TLFT43;5";"UU4A1K;7";"JU0ODD;16";"56TC1Z;11";"JEGRCL;9";"8BSFSA;6";"NM6C73;4";"D8AMD3;11";"A19092;16";"YE890X;16";"0SJH1Z;8"
D-23-40;C;"5MNTT7;13";"W518XY;10";"32ZKOX;8";"PZUF7K;15";"G8ASPE;16";"PZUF7K;6";"EYEOXS;10";"IYLV38;7";"7BU1V7;13";"BLJLMQ;12";"Q50W5L;13";"JU0ODD;16";"HOUGRO;7";"VHQ356;8";"6N3PKW;14";"ZRCYSH;8";"9VBE59;10";"O7AXAK;6"
D-24-30;C;"56TC1Z;6";"F73ZE1;11";"JHSQHS;6";"JUUL5B;13";"8E9F1P;16";"TBCCF7;12";"TNZ1OO;13";"V6K6JX;15";"RAUDQ6;5";"F98BNI;10";"32ZKOX;14";"63KAC1;5";"Y813MQ;10";"AHR20O;15";"FQ53YY;16";"FQ53YY;12";"1JT1XB;11";"LXJQVG;12"
D-24-40;C;"S90CD9;4";"4E1WTK;5";"0SJH1Z;12";"T3NVTG;7";"J2URNJ;8";"V7JUQL;8";"YMN5EM;9";"TBCCF7;4";"TNZ1OO;15";"122OKQ;5";"4SD17H;10";"9FWH2G;14";"QP56BU;14";"K3YA1X;4";"YN8OHN;10";"WRRW1W;13";"9S4AF8;8";"GPBMZJ;4"
E-13-30;C;"FQ53YY;16";"WRRW1W;4";"F7LULH;9";"EAJXUV;11";"IYLV38;13";"NM6C73;6";"YE890X;6";"JCIIEB;6";"2Z7ZEP;10";"HGXJD0;6";"Y813MQ;14";"VHQ356;14";"ADT9MG;11";"QXS5D1;6";"HI2X6U;6";"CD1NU9;4";"63KAC1;8";"RN2DSQ;8"
E-13-40;C;"G8ASPE;8";"JCNON3;8";"JHSQHS;10";"XLTRGL;4";"F73ZE1;6";"7GC57K;15";"EYEOXS;4";"5IXVJ1;13";"8BSFSA;16";"8N10W9;8";"AHSNWF;16";"NJVZEL;11";"XUZJ74;14";"O7TSVL;7";"AKP0A7;13";"1D2ILZ;16";"TAHFOD;9";"QM2UH1;6"
E-14-30;C;"YE890X;6";"I1KDJ0;11";"GPBMZJ;5";"6MKIC6;10";"8D9SAW;4";"QXS5D1;11";"800OVF;7";"I1X92B;8";"SVJZKL;16";"IYV9SV;14";"HOUJQN;10";"02MRUH;15";"TNAHD4;13";"TAHFOD;4";"5MNTT7;11";"XPZSZ1;13";"AHSNWF;15";"NJVZEL;4"
E-14-40;C;"YRRNGL;9";"H51IVV;15";"C5O9C9;10";"X31OGS;9";"X31OGS;6";"63KAC1;11";"122OKQ;16";"ULG3QT;16";"J3FI7N;16";"JCIIEB;14";"M67GNC;15";"K3YA1X;9";"ASG1IT;16";"9FWH2G;14";"B24J86;11";"H1I7JZ;7";"V6K6JX;7";"0LNUOV;14"
E-15-30;C;"HA0BOB;13";"JCIIEB;14";"W518XY;8";"Z8KPP8;10";"2T1DJM;7";"YXGRMP;9";"G8ASPE;16";"QVFB0Q;9";"EA91CP;5";"TLFT43;6";"O7TSVL;6";"JU0ODD;15";"AB9XBU;16";"7BU1V7;9";"RAUDQ6;11";"7GC57K;16";"XLTRGL;10";"DGAONE;5"
E-15-40;C;"XPZSZ1;11";"TNAHD4;9";"TBCCF7;9";"JUUL5B;9";"A19092;5";"56TC1Z;5";"Y813MQ;8";"RBKNR4;4";"B24J86;4";"IYLV38;16";"RUUOCB;9";"8BSFSA;14";"JGP0ID;5";"YKQY4X;14";"QXS5D1;7";"TAHFOD;10";"HI2X6U;14";"I2B1FH;10"
E-16-30;C;"S90CD9;12";"ZVUW6Z;13";"800OVF;8";"TQBVRI;7";"Z8KPP8;14";"CST1KC;10";"H51IVV;13";"VWXLZJ;6";"RUUOCB;16";"B24J86;6";"HOUJQN;10";"JGP0ID;14";"CU53FM;15";"PY5UPB;5";"63KAC1;6";"SY1DDY;10";"JCNON3;11";"02MRUH;12"
E-16-40;C;"I1KDJ0;7";"5P2MVG;11";"SVJZKL;7";"37VA62;11";"M8W7TS;10";"ULG3QT;13";"JEGRCL;16";"HOUGRO;7";"IJBSQT;16";"QOMHJ2;4";"1ENECA;9";"1A6YTA;11";"PY5UPB;4";"PZUF7K;4";"5X8RAN;12";"TQBVRI;9";"63KAC1;13";"QXS5D1;5"
E-17-30;C;"5P4LRT;5";"X31OGS;14";"JHSQHS;8";"F7LULH;4";"A19092;12";"Y813MQ;8";"7BU1V7;14";"A19092;16";"TB6WIP;8";"TNAHD4;9";"Z8KPP8;14";"3LQL9L;11";"NISP6K;11";"0SJH1Z;14";"PC1PMV;15";"PP9DNA;5";"XPZSZ1;9";"J3FI7N;8"
E-17-40;C;"MLV9BR;8";"KZ5VR3;5";"G8ASPE;5";"O7TSVL;11";"4E1WTK;10";"XUZJ74;5";"69L9MX;5";"AKP0A7;5";"AKP0A7;10";"ZX6MUV;11";"ADT9MG;13";"EA91CP;12";"T3NVTG;12";"Q50W5L;8";"F0P5OQ;15";"9FWH2G;5";"JU0ODD;8";"DF3KQM;11"
E-18-30;C;"3LQL9L;12";"HA0BOB;15";"9VBE59;11";"5HQR89;15";"5X8RAN;14";"NJVZEL;9";"63KAC1;5";"HGXJD0;15";"O9YFO8;11";"7BU1V7;16";"Y813MQ;8";"M8W7TS;13";"8BSFSA;5";"RAUDQ6;10";"CD1NU9;4";"O7TSVL;8";"CST1KC;13";"1ENECA;10"
E-18-40;C;"ZRCYSH;5";"U8203G;9";"UMKYTJ;9";"VHQ356;8";"1A6YTA;6";"F29V5I;12";"NISP6K;15";"ADT9MG;4";"YE890X;13";"SVJZKL;6";"W25EZN;11";"JHSQHS;8";"W25EZN;7";"37VA62;13";"5MNTT7;15";"KTDZY0;9";"69L9MX;11";"TLFT43;14"
