Location;ABCCOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
B-17-22;B;"2LPO6D;14.5";"M8W7TS;15.0";"2LPO6D;7.0";"X31OGS;9.5";"F73ZE1;15.5";"8BSFSA;8.5";"FJ25W1;12.0";"AX7BJ8;14.5";"FJ25W1;6.0";"84ABYS;16.0";"YE890X;13.5";"XPZSZ1;11.0";"DNLEH7;10.0";"A7MDBC;10.0";"Y813MQ;4.0";"HI2X6U;11.0";"Y813MQ;13.5";"ZGYCSW;12.0"
B-17-23;B;"D8AMD3;10.0";"PZUF7K;4.5";"4SD17H;9.5";"FJ25W1;15.5";"TAHFOD;9.0";"6300VTAG;14.5";"8BSFSA;7.5";"2700GT;5.5";"UU4A1K;8.5";"Y813MQ;13.5";"UNPPMJ;9.5";"4SD17H;4.5";"M67GNC;5.0";"1ENECA;9.0";"O7AXAK;16.0";"6300VTAG;12.0";"5HQR89;12.0";"XFQ9CP;13.5"
B-18-11;B;"K3YA1X;11.5";"XLTRGL;16.0";"V6K6JX;15.0";"ZX6MUV;7.5";"84ABYS;6.5";"ULG3QT;5.0";"UNPPMJ;13.5";"D8AMD3;10.5";"F29V5I;4.5";"NJVZEL;15.5";"Y813MQ;15.0";"NISP6K;12.0";"AX7BJ8;15.5";"ULG3QT;10.0";"HA0BOB;11.5";"EUMBM7;7.5";"FJ25W1;9.0";"XLTRGL;10.0"
B-18-12;B;"ULG3QT;4.0";"HI2X6U;4.0";"F73ZE1;6.5";"1D2ILZ;6.0";"BLJLMQ;16.0";"541SP;14.0";"70EPUK;10.0";"T3NVTG;5.5";"PZUF7K;14.5";"M8W7TS;14.0";"J2URNJ;16.0";"O7AXAK;5.0";"UU4A1K;9.0";"HOUJQN;9.5";"Q164T6;12.5";"4SD17H;7.5";"YKQY4X;15.5";"J2URNJ;10.0"
B-18-13;B;"BLJLMQ;4.5";"EUMBM7;14.5";"5HQR89;5.0";"8490FLX;14.5";"DNLEH7;11.0";"X31OGS;15.5";"8490FLX;12.0";"KZ5VR3;15.5";"UU4A1K;15.0";"HOUGRO;10.5";"TOENMT;11.5";"V6K6JX;4.5";"O7TSVL;15.5";"YE890X;15.0";"M67GNC;8.0";"N6JU7C;14.5";"QVFB0Q;6.5";"XFQ9CP;8.5"
B-18-21;B;"TNZ1OO;13.5";"0SJH1Z;9.5";"JCNON3;12.0";"70EPUK;11.5";"ULG3QT;15.5";"DNLEH7;15.5";"70EPUK;5.0";"9820DLX;10.5";"HOUGRO;12.0";"IYXV3Z;4.5";"HLOISD;12.5";"O7TSVL;14.5";"YE890X;12.0";"Q164T6;9.0";"A7MDBC;8.0";"X31OGS;9.0";"XPZSZ1;12.5";"N6JU7C;6.5"
B-18-22;B;"IYXV3Z;15.0";"HOUJQN;4.0";"YKQY4X;14.5";"DNLEH7;15.0";"HI2X6U;13.0";"JUUL5B;8.5";"UNPPMJ;7.5";"IYXV3Z;15.0";"J2URNJ;6.5";"O7TSVL;8.5";"J2URNJ;12.0";"NJVZEL;11.0";"AB9XBU;10.0";"HOUGRO;9.5";"M8W7TS;12.5";"EQQBND;11.5";"DNLEH7;7.0";"0LNUOV;7.5"
B-18-23;B;"O7TSVL;14.5";"32ZKOX;14.0";"Q164T6;10.0";"QTMT7N;16.0";"9KHDG3;15.5";"ULG3QT;7.5";"T3NVTG;5.0";"IYXV3Z;4.0";"8490FLX;7.0";"2Z7ZEP;13.5";"ULG3QT;9.0";"PZUF7K;9.5";"PZUF7K;14.5";"NISP6K;16.0";"TOENMT;10.0";"F73ZE1;16.0";"X31OGS;12.5";"NJVZEL;12.5"
B-19-11;B;"HI2X6U;5.5";"YF0X2Z;16.0";"2700GT;14.0";"9920DLX;12.5";"HA0BOB;7.0";"T3NVTG;13.5";"AB9XBU;9.0";"UU4A1K;8.0";"T3NVTG;14.5";"70EPUK;12.5";"UU4A1K;4.5";"Y813MQ;14.0";"UNPPMJ;8.0";"ZGYCSW;4.0";"8490FLX;8.5";"DNLEH7;9.0";"HI2X6U;8.0";"F29V5I;13.5"
B-19-12;B;"M67GNC;14.5";"J2URNJ;12.5";"8490FLX;5.5";"1D2ILZ;4.0";"XFQ9CP;12.0";"T3NVTG;15.0";"HOUGRO;14.5";"1D2ILZ;14.0";"UNPPMJ;13.5";"UNPPMJ;11.5";"O7TSVL;7.0";"84ABYS;7.5";"JUUL5B;15.5";"ZX6MUV;6.5";"32ZKOX;10.5";"HI2X6U;13.5";"TOENMT;9.0";"F29V5I;9.0"
B-19-13;B;"HOUGRO;7.5";"O7AXAK;8.0";"5P2MVG;6.5";"BLJLMQ;7.0";"NJVZEL;13.5";"M67GNC;12.5";"0SJH1Z;12.5";"ULG3QT;9.0";"XPZSZ1;10.5";"O7AXAK;15.5";"T3NVTG;10.5";"YF0X2Z;13.5";"9KHDG3;8.0";"ULG3QT;12.0";"2Z7ZEP;6.0";"8BSFSA;5.0";"Z26SRT;9.5";"K3YA1X;5.5"
B-19-21;B;"XPZSZ1;13.0";"2Z7ZEP;16.0";"DNLEH7;15.5";"YE890X;5.5";"HI2X6U;6.5";"UU4A1K;7.5";"M67GNC;9.0";"2700GT;10.0";"1D2ILZ;12.5";"J3FI7N;8.5";"5HQR89;15.5";"9920DLX;14.5";"ULG3QT;8.0";"HI2X6U;5.0";"32ZKOX;8.5";"X31OGS;13.0";"5HQR89;11.5";"F29V5I;14.5"
B-19-22;B;"0SJH1Z;6.5";"AB9XBU;6.0";"84ABYS;14.5";"TAHFOD;14.0";"X31OGS;8.0";"541SP;7.5";"M67GNC;12.5";"V6K6JX;8.5";"2700GT;9.5";"HLOISD;15.5";"70EPUK;8.5";"HI2X6U;8.0";"Q164T6;4.0";"IYXV3Z;14.5";"HLOISD;16.0";"A7MDBC;10.0";"PZUF7K;5.5";"KZ5VR3;8.0"
B-19-23;B;"A7MDBC;5.5";"ULG3QT;15.5";"F73ZE1;8.0";"F29V5I;13.5";"1ENECA;7.0";"JUUL5B;15.5";"UNPPMJ;7.0";"PZUF7K;7.0";"YF0X2Z;14.0";"UU4A1K;11.0";"D8AMD3;15.5";"QVFB0Q;7.5";"ZGYCSW;14.0";"A7MDBC;12.0";"XFQ9CP;13.0";"ZX6MUV;8.5";"O7AXAK;6.0";"0LNUOV;12.5"
B-21-11;B;"6300VTAG;15.0";"QVFB0Q;16.0";"T3NVTG;4.5";"9920DLX;14.5";"NISP6K;16.0";"3LQL9L;5.5";"Q164T6;11.5";"XLTRGL;10.0";"4SD17H;5.5";"XLTRGL;13.5";"QTMT7N;6.5";"XPZSZ1;11.5";"QTMT7N;8.0";"TOENMT;4.0";"J2URNJ;7.0";"K3YA1X;6.0";"2700GT;15.5";"O7TSVL;12.0"
B-21-12;B;"V6K6JX;11.0";"M67GNC;13.0";"XFQ9CP;16.0";"XFQ9CP;16.0";"J3FI7N;6.0";"V6K6JX;6.0";"F29V5I;10.5";"N6JU7C;10.0";"UNPPMJ;9.5";"3LQL9L;4.0";"4SD17H;12.5";"J3FI7N;5.0";"NISP6K;12.0";"UNPPMJ;12.0";"HOUGRO;6.0";"8BSFSA;14.5";"1D2ILZ;7.5";"KZ5VR3;7.5"
B-21-13;B;"8490FLX;4.0";"NJVZEL;9.0";"6300VTAG;14.0";"D8AMD3;5.0";"1ENECA;9.5";"5P2MVG;13.0";"QTMT7N;6.5";"8BSFSA;8.0";"EUMBM7;9.5";"HLOISD;16.0";"ZGYCSW;10.5";"8BSFSA;14.0";"HLOISD;10.0";"HOUGRO;13.5";"0SJH1Z;5.5";"JCNON3;13.5";"5HQR89;10.5";"U8203G;4.5"
B-21-21;B;"5HQR89;4.0";"70EPUK;13.0";"YF0X2Z;12.0";"HOUGRO;4.0";"9KHDG3;8.0";"8BSFSA;8.0";"JCNON3;4.5";"AB9XBU;15.0";"NJVZEL;10.0";"541SP;11.5";"Z26SRT;14.5";"UNPPMJ;13.0";"9820DLX;16.0";"Z26SRT;10.5";"5P2MVG;6.0";"AX7BJ8;14.5";"DNLEH7;11.5";"IYXV3Z;10.5"
B-21-22;B;"HOUJQN;13.5";"FJ25W1;10.0";"TAHFOD;8.0";"541SP;11.0";"T3NVTG;8.5";"M67GNC;15.5";"XPZSZ1;6.0";"32ZKOX;11.0";"XFQ9CP;15.0";"541SP;9.0";"ZGYCSW;13.0";"6300VTAG;13.0";"PZUF7K;5.0";"2700GT;15.5";"F29V5I;15.0";"NJVZEL;8.5";"PZUF7K;6.5";"HOUGRO;5.0"
B-21-23;B;"IYXV3Z;9.0";"70EPUK;5.0";"AB9XBU;12.5";"UU4A1K;11.0";"ULG3QT;15.5";"TNZ1OO;14.0";"9820DLX;12.5";"0LNUOV;13.5";"9920DLX;16.0";"Z26SRT;4.5";"5P2MVG;12.0";"PZUF7K;8.0";"2LPO6D;13.5";"XFQ9CP;13.0";"5HQR89;8.0";"84ABYS;4.5";"M8W7TS;6.0";"J3FI7N;13.0"
B-22-11;B;"Y813MQ;8.5";"XLTRGL;14.0";"0SJH1Z;6.5";"HOUJQN;15.5";"HLOISD;14.5";"ULG3QT;10.5";"HA0BOB;7.5";"5HQR89;11.0";"9820DLX;10.5";"EQQBND;14.5";"ULG3QT;9.5";"70EPUK;5.0";"QTMT7N;12.0";"EUMBM7;9.5";"KZ5VR3;13.5";"1D2ILZ;14.0";"T3NVTG;4.5";"D8AMD3;4.0"
B-22-12;B;"QVFB0Q;14.5";"Q164T6;11.0";"M8W7TS;14.0";"EQQBND;7.5";"O7TSVL;7.5";"5HQR89;14.0";"EQQBND;8.5";"AB9XBU;9.5";"UU4A1K;10.0";"V6K6JX;4.0";"NISP6K;15.5";"BLJLMQ;4.0";"NISP6K;14.0";"N6JU7C;15.0";"9KHDG3;7.0";"O7TSVL;8.0";"NISP6K;4.0";"O7TSVL;7.0"
B-22-13;B;"JUUL5B;4.5";"J2URNJ;15.5";"3LQL9L;5.5";"PZUF7K;14.0";"J2URNJ;6.0";"1D2ILZ;5.5";"ZX6MUV;12.5";"M67GNC;8.0";"YKQY4X;15.5";"FJ25W1;12.0";"9920DLX;8.5";"AB9XBU;7.5";"Y813MQ;10.5";"QTMT7N;12.5";"U8203G;8.0";"M8W7TS;12.5";"0LNUOV;12.0";"T3NVTG;9.5"
B-22-21;B;"F73ZE1;15.0";"O7TSVL;9.0";"N6JU7C;15.0";"QTMT7N;7.5";"PZUF7K;4.0";"YKQY4X;13.0";"O7TSVL;5.0";"541SP;10.5";"0LNUOV;9.0";"X31OGS;8.0";"DNLEH7;10.5";"M67GNC;12.5";"ULG3QT;11.5";"J2URNJ;14.0";"EUMBM7;6.0";"84ABYS;4.5";"HA0BOB;16.0";"6300VTAG;9.5"
B-22-22;B;"FJ25W1;13.5";"F73ZE1;8.5";"HOUGRO;10.5";"KZ5VR3;9.5";"J3FI7N;13.5";"QVFB0Q;9.0";"XLTRGL;5.5";"8BSFSA;15.5";"ULG3QT;10.5";"ULG3QT;15.0";"Z26SRT;8.0";"KZ5VR3;5.0";"J3FI7N;7.0";"TAHFOD;6.0";"0LNUOV;6.0";"ULG3QT;5.5";"4SD17H;9.5";"T3NVTG;12.5"
B-22-23;B;"JCNON3;5.5";"DNLEH7;5.0";"F29V5I;8.0";"6300VTAG;7.0";"8490FLX;5.5";"AB9XBU;11.0";"Z26SRT;10.5";"4SD17H;9.0";"QVFB0Q;15.0";"2700GT;14.5";"N6JU7C;4.0";"XFQ9CP;5.5";"9920DLX;4.0";"F29V5I;9.5";"8490FLX;15.0";"4SD17H;9.0";"HI2X6U;10.0";"PZUF7K;5.5"
B-23-11;C;"CST1KC;12.0";"8732TR;7.5";"RBKNR4;7.0";"4ILN0A;11.5";"9800DLX;12.0";"5790AG;15.0";"59220JV;15.5";"8732TR;12.5";"2005XP;10.0";"PY5UPB;5.0";"2017XP;12.0";"7580AF;10.5";"2286XP;11.5";"QM2UH1;8.0";"EA91CP;5.0";"12314XP;10.0";"F7LULH;13.5";"4ILN0A;15.0"
B-23-12;C;"8401FLX;14.5";"8736TR;10.0";"5650GT;15.5";"7816JV;13.5";"8551FLX;7.0";"9800DLX;4.5";"2261XPC;15.0";"6NDM0O;10.5";"7100B9;9.0";"VS5792;11.0";"F98BNI;10.0";"VF009;11.5";"VF002;10.5";"4E1WTK;12.5";"VC1708C;7.5";"801PG;10.5";"2027XP;15.0";"JU0ODD;16.0"
B-23-13;C;"5706GT;16.0";"CVU3QV;7.0";"UDF17E;13.5";"7972TR;7.0";"FQ53YY;6.0";"ODZZLY;13.0";"JU0ODD;9.5";"JGP0ID;11.0";"12133XPJ;7.5";"PP9DNA;5.0";"H1I7JZ;8.0";"DSQXYR;4.5";"2215XP;9.5";"2010XP;14.0";"5750GT;14.5";"CST1KC;14.0";"SWN7AU;13.5";"4ILN0A;15.0"
B-23-21;C;"ASG1IT;8.5";"9901DLX;13.5";"7601AF;13.0";"5X8RAN;13.0";"8551FLX;10.5";"VT10010;16.0";"CVU3QV;10.5";"JU0ODD;7.0";"7820TR;9.5";"YMN5EM;7.0";"12314XP;4.0";"12314XP;10.5";"5752AG;6.5";"6NDM0O;5.5";"VS5794;12.5";"2161XP;13.0";"PP9DNA;14.5";"QM2UH1;14.0"
B-23-22;C;"4E0KXI;4.5";"8422FLX;13.0";"7100B9;6.5";"VF007;6.5";"2047XPC;5.5";"VS5794;6.5";"JGP0ID;6.0";"8551FLX;4.0";"6300VT;7.5";"2251XPJ;7.5";"2286XP;6.0";"9901DLX;12.0";"2081XP;5.0";"6NDM0O;9.5";"EYEOXS;5.0";"6NDM0O;14.5";"TLFT43;15.0";"VS5794;6.0"
B-23-23;C;"5P4LRT;15.5";"6MKIC6;7.0";"RUUOCB;15.5";"4019XPC;8.5";"6N3PKW;8.5";"63KAC1;15.5";"VS5794;10.0";"VF007;13.0";"5691GT;15.0";"7620AF;15.5";"VT10013;4.5";"9900DLX;10.5";"UDF17E;4.5";"02MRUH;4.5";"2035XP;10.0";"5650GT;14.5";"7620AF;14.0";"2261XPC;8.5"
B-24-11;C;"5X8RAN;15.5";"5X8RAN;11.0";"ASG1IT;5.0";"2251XPJ;10.5";"801PG;5.0";"2312XPJ;9.5";"7607AF;13.5";"6WT73N;9.5";"ASG1IT;7.0";"7960VI;11.0";"7972TR;4.0";"CST1KC;5.5";"9900DLX;14.5";"VF008;12.0";"VWXLZJ;12.5";"5IXVJ1;16.0";"H51IVV;13.0";"ODZZLY;5.0"
B-24-12;C;"800OVF;10.0";"9VBE59;7.5";"XSFSKX;11.5";"6300MG;9.0";"4161XP;15.5";"7902TR;11.5";"5651GT;8.0";"VF005;16.0";"QOMHJ2;5.5";"SVJZKL;10.0";"ODZZLY;11.0";"7820TR;6.5";"6MKIC6;6.0";"C5O9C9;16.0";"5X8RAN;12.0";"122OKQ;11.0";"6WT73N;6.5";"PY5UPB;14.0"
B-24-13;C;"7781JV000001;7.0";"4ILN0A;6.5";"S90CD9;16.0";"ADT9MG;4.5";"EYEOXS;11.5";"5IXVJ1;8.0";"2002XP;16.0";"5X8RAN;11.5";"S90CD9;7.5";"2265XP;11.0";"2041XPC;9.5";"X0HH8Y;8.0";"8552FLX;15.5";"YMN5EM;7.0";"2265XP;7.0";"37VA62;11.0";"2162XP;6.5";"DCB01;12.0"
B-24-21;C;"IPGA7X;10.5";"H51IVV;15.5";"ASG1IT;14.0";"2149XPC;16.0";"VT30012;10.5";"ASG1IT;7.5";"7781JV;13.5";"RBKNR4;8.0";"SVJZKL;8.0";"YMN5EM;5.0";"VF001;15.0";"63KAC1;14.5";"DCB01;5.5";"EBKM6C;5.0";"3120QD;9.5";"SVJZKL;6.0";"IJBSQT;11.5";"7580AF;12.0"
B-24-22;C;"5IXVJ1;6.0";"4019XPC;11.5";"IAKTYD;10.5";"YN8OHN;15.0";"UMKYTJ;7.0";"VF004;9.0";"452687JV;12.5";"5X8RAN;12.5";"PP9DNA;9.0";"SVJZKL;10.5";"QOMHJ2;9.0";"801PG;10.5";"2017XP;12.0";"8552FLX;13.0";"JGP0ID;13.5";"2035XP;9.0";"6WT73N;16.0";"W518XY;16.0"
B-24-23;C;"F7LULH;7.0";"12314XP;6.5";"2047XPC;15.0";"8199JV;5.5";"4161XP;9.0";"F7LULH;5.5";"6WT73N;8.5";"QP56BU;5.5";"6WT73N;10.0";"9900DLX;8.5";"4E1WTK;14.5";"6WT73N;6.0";"2039XP;15.5";"YMN5EM;15.0";"VF009;7.5";"7100B9;7.0";"2152XPC;8.5";"7902TR;9.0"
B-20-11;B;"Z26SRT;15.0";"JUUL5B;10.0";"UNPPMJ;11.0";"Q164T6;14.5";"0LNUOV;8.0";"M67GNC;7.5";"2LPO6D;15.5";"X31OGS;9.0";"JUUL5B;10.0";"X31OGS;13.0";"D8AMD3;13.0";"HOUJQN;6.0";"HI2X6U;4.0";"Q164T6;7.0";"V6K6JX;15.5";"F73ZE1;12.5";"QTMT7N;9.5";"J2URNJ;6.5"
B-20-12;B;"UNPPMJ;14.5";"1D2ILZ;6.0";"Q164T6;12.0";"ULG3QT;13.5";"DNLEH7;8.0";"TAHFOD;7.0";"HOUGRO;5.5";"5P2MVG;9.5";"9KHDG3;15.5";"DNLEH7;8.0";"QVFB0Q;8.5";"YKQY4X;9.5";"QVFB0Q;15.0";"IYXV3Z;12.0";"HA0BOB;15.0";"F29V5I;16.0";"F29V5I;13.5";"ZGYCSW;7.0"
B-20-13;B;"TAHFOD;11.5";"9KHDG3;13.5";"TAHFOD;11.0";"J3FI7N;8.5";"9KHDG3;12.0";"UNPPMJ;5.0";"8BSFSA;5.0";"0LNUOV;16.0";"F29V5I;8.5";"V6K6JX;11.5";"Z26SRT;15.0";"EUMBM7;15.5";"U8203G;14.5";"A7MDBC;15.5";"M67GNC;5.0";"YKQY4X;5.0";"ULG3QT;5.0";"541SP;14.0"
B-20-21;B;"YKQY4X;13.0";"32ZKOX;4.5";"XFQ9CP;5.5";"J3FI7N;11.0";"DNLEH7;6.5";"XLTRGL;12.5";"FJ25W1;16.0";"N6JU7C;11.5";"T3NVTG;10.5";"J2URNJ;5.5";"DNLEH7;6.5";"XLTRGL;12.5";"HA0BOB;7.5";"2700GT;5.0";"5P2MVG;12.5";"NJVZEL;13.0";"70EPUK;8.5";"8BSFSA;15.5"
B-20-22;B;"AB9XBU;14.5";"M67GNC;8.0";"5HQR89;9.5";"TAHFOD;9.0";"2LPO6D;9.0";"X31OGS;15.5";"O7TSVL;7.0";"O7TSVL;15.0";"1D2ILZ;8.5";"A7MDBC;6.5";"TAHFOD;8.5";"9920DLX;8.0";"84ABYS;11.0";"DNLEH7;15.0";"PZUF7K;9.5";"NJVZEL;8.5";"9KHDG3;7.0";"QVFB0Q;16.0"
B-20-23;B;"EQQBND;15.0";"UU4A1K;13.0";"0LNUOV;13.5";"O7TSVL;7.0";"9820DLX;13.0";"QVFB0Q;9.0";"Y813MQ;11.5";"EUMBM7;8.5";"8BSFSA;12.0";"9820DLX;4.0";"Z26SRT;14.5";"0SJH1Z;5.0";"TOENMT;15.0";"TOENMT;15.0";"D8AMD3;13.0";"HI2X6U;14.0";"70EPUK;8.5";"XFQ9CP;9.0"
C-13-11;A;"I1KDJ0;9.0";"KUFVRI;14.0";"05W6TK;16.0";"I1X92B;12.5";"JEGRCL;13.0";"6M2FJM;5.0";"DGAONE;14.0";"5MNTT7;11.0";"UHYJ3A;9.0";"I1X92B;8.5";"I2B1FH;16.0";"2T1DJM;12.5";"5003DD;5.0";"69L9MX;11.0";"KUFVRI;10.0";"14010TO;16.0";"G8ASPE;14.5";"SSQFQA;8.5"
C-15-11;A;"XUZJ74;13.0";"Z8KPP8;13.0";"JHSQHS;14.5";"V7JUQL;13.0";"WGHG3L;11.5";"I1X92B;13.5";"I1KDJ0;16.0";"SSQFQA;7.5";"LXJQVG;10.5";"8N10W9;10.5";"U95NWB;10.5";"I1KDJ0;12.0";"RAUDQ6;9.0";"10090TO;10.0";"750FW;9.5";"G8ASPE;8.5";"750FW;4.5";"2T1DJM;9.0"
C-17-11;A;"G8ASPE;11.5";"I1X92B;4.5";"U95NWB;15.5";"ZRCYSH;4.5";"I1X92B;16.0";"56TC1Z;6.0";"WGHG3L;4.0";"602SP2AG;8.0";"UHYJ3A;7.0";"56TC1Z;9.5";"WGHG3L;14.5";"AHR20O;16.0";"I1KDJ0;7.0";"UHYJ3A;16.0";"602SP2AG;5.0";"6M2FJM;14.5";"Q50W5L;7.5";"I1X92B;12.0"
C-19-11;B;"AX7BJ8;14.0";"D8AMD3;10.5";"YKQY4X;5.0";"F73ZE1;15.0";"FJ25W1;6.0";"ZX6MUV;13.0";"M67GNC;4.5";"UU4A1K;9.5";"FJ25W1;12.5";"YKQY4X;11.0";"TOENMT;12.5";"6300VTAG;10.5";"AB9XBU;6.5";"F29V5I;12.5";"5P2MVG;8.5";"ZX6MUV;13.5";"NJVZEL;4.5";"8BSFSA;9.5"
C-21-11;B;"XPZSZ1;10.5";"FJ25W1;14.0";"D8AMD3;9.0";"O7AXAK;5.5";"KZ5VR3;4.5";"XPZSZ1;4.0";"ZGYCSW;15.0";"YF0X2Z;5.0";"TOENMT;9.5";"YE890X;7.5";"XFQ9CP;16.0";"NJVZEL;8.5";"HOUJQN;11.5";"5P2MVG;5.5";"9KHDG3;15.5";"DNLEH7;12.0";"M67GNC;9.0";"ZGYCSW;12.0"
C-23-11;B;"84ABYS;5.5";"Z26SRT;11.5";"J2URNJ;11.0";"AB9XBU;8.0";"70EPUK;9.0";"9820DLX;16.0";"NISP6K;7.0";"2LPO6D;9.5";"9820DLX;13.0";"5P2MVG;12.5";"9920DLX;16.0";"Z26SRT;11.0";"541SP;16.0";"KZ5VR3;10.5";"XPZSZ1;9.0";"8BSFSA;11.0";"9820DLX;9.0";"JCNON3;7.0"
C-13-12;A;"WRRW1W;10.0";"7BU1V7;13.0";"8D9SAW;16.0";"LXJQVG;7.5";"D05ZS7;8.0";"O9YFO8;14.5";"U95NWB;7.5";"KUFVRI;13.5";"05W6TK;6.5";"1JT1XB;10.5";"KUFVRI;11.0";"2T1DJM;4.5";"750FW;7.5";"AKP0A7;9.0";"IA7X1P;7.5";"UHYJ3A;16.0";"8N10W9;13.0";"05W6TK;5.5"
C-15-12;A;"5MNTT7;4.0";"TNAHD4;12.5";"10090TO;5.5";"2T1DJM;8.5";"TB6WIP;11.0";"TB6WIP;11.0";"14010TO;6.0";"JHSQHS;4.5";"6M2FJM;15.0";"14010TO;10.5";"WRRW1W;7.0";"5003DD;14.0";"O9YFO8;6.0";"WGHG3L;4.0";"WGHG3L;12.0";"2T1DJM;9.0";"RAUDQ6;5.5";"2T1DJM;15.5"
C-17-12;A;"V7JUQL;6.0";"TNAHD4;13.5";"AHR20O;14.0";"TB6WIP;12.0";"750FW;14.5";"D05ZS7;11.5";"LXJQVG;8.5";"AKP0A7;12.0";"8D9SAW;14.0";"I1X92B;15.0";"I2B1FH;13.0";"6M2FJM;11.5";"69L9MX;9.5";"TNAHD4;5.5";"JHSQHS;9.0";"TBCCF7;15.5";"5003DD;5.0";"69L9MX;11.5"
C-19-12;B;"M67GNC;11.0";"4SD17H;5.0";"HOUGRO;10.0";"6300VTAG;4.0";"PZUF7K;13.5";"0LNUOV;10.0";"XLTRGL;14.5";"Q164T6;16.0";"2700GT;10.5";"ZX6MUV;7.5";"9920DLX;5.5";"XLTRGL;9.0";"Q164T6;12.0";"BLJLMQ;16.0";"84ABYS;15.5";"6300VTAG;9.5";"0LNUOV;14.5";"32ZKOX;15.5"
C-21-12;B;"HI2X6U;7.0";"Q164T6;5.5";"541SP;14.0";"5P2MVG;5.0";"IYXV3Z;11.5";"QVFB0Q;8.5";"XLTRGL;14.5";"1ENECA;7.5";"HOUGRO;15.0";"2700GT;4.5";"X31OGS;12.5";"F29V5I;4.5";"F73ZE1;7.0";"Q164T6;8.5";"AB9XBU;8.0";"8BSFSA;14.5";"PZUF7K;11.0";"YKQY4X;9.5"
C-23-12;B;"IYXV3Z;12.5";"UNPPMJ;7.5";"1D2ILZ;13.0";"5P2MVG;4.5";"ULG3QT;9.5";"Y813MQ;5.5";"YE890X;8.0";"TOENMT;12.0";"U8203G;13.5";"KZ5VR3;11.0";"M67GNC;6.0";"ZX6MUV;6.0";"HOUJQN;6.5";"F73ZE1;11.0";"A7MDBC;10.0";"ZX6MUV;16.0";"3LQL9L;12.0";"9KHDG3;9.0"
C-13-13;A;"AKP0A7;7.5";"B24J86;7.5";"Q50W5L;15.5";"U95NWB;9.5";"V7JUQL;7.0";"Q50W5L;12.0";"V7JUQL;6.0";"I1X92B;8.5";"69L9MX;6.5";"602SP2AG;4.5";"W25EZN;6.0";"Q50W5L;11.0";"I1KDJ0;7.5";"WRRW1W;13.0";"5MNTT7;13.0";"XUZJ74;15.5";"D05ZS7;8.5";"TBCCF7;7.0"
C-15-13;A;"2T1DJM;15.0";"G8ASPE;15.5";"10090TO;11.0";"G8ASPE;9.0";"JHSQHS;15.5";"602SP2AG;16.0";"Z8KPP8;12.5";"7BU1V7;14.5";"IA7X1P;12.5";"DGAONE;11.5";"B24J86;11.0";"7BU1V7;9.0";"WRRW1W;10.0";"JEGRCL;14.0";"14010TO;14.0";"WRRW1W;11.5";"69L9MX;5.5";"KTDZY0;13.5"
C-17-13;A;"CD1NU9;15.0";"56TC1Z;13.5";"05W6TK;10.5";"I1KDJ0;14.0";"750FW;8.0";"LXJQVG;12.5";"300FW;7.0";"XUZJ74;13.5";"8D9SAW;7.0";"ZRCYSH;15.5";"WRRW1W;11.0";"O9YFO8;10.0";"AKP0A7;12.0";"750FW;11.5";"SSQFQA;8.0";"I1KDJ0;13.5";"6M2FJM;9.5";"Z8KPP8;8.0"
C-19-13;B;"1D2ILZ;11.5";"Q164T6;7.5";"541SP;6.0";"KZ5VR3;11.5";"N6JU7C;10.5";"5P2MVG;10.5";"AB9XBU;14.5";"8490FLX;16.0";"32ZKOX;16.0";"F73ZE1;7.5";"32ZKOX;5.5";"UNPPMJ;13.5";"UNPPMJ;8.0";"84ABYS;14.0";"M67GNC;9.0";"A7MDBC;6.0";"YE890X;14.5";"4SD17H;8.5"
C-21-13;B;"K3YA1X;12.0";"XLTRGL;10.0";"9820DLX;4.5";"9820DLX;14.5";"541SP;5.5";"TOENMT;12.5";"84ABYS;5.5";"EQQBND;6.0";"0SJH1Z;15.5";"HI2X6U;8.0";"QTMT7N;9.5";"0LNUOV;10.0";"JUUL5B;11.0";"ULG3QT;7.5";"F73ZE1;4.0";"QTMT7N;4.5";"4SD17H;12.5";"EQQBND;12.5"
C-23-13;B;"D8AMD3;5.0";"2Z7ZEP;9.5";"9KHDG3;12.0";"HOUJQN;5.5";"EQQBND;15.0";"4SD17H;11.5";"ZGYCSW;6.0";"32ZKOX;4.5";"2Z7ZEP;11.0";"K3YA1X;11.0";"QTMT7N;11.5";"1ENECA;5.5";"2Z7ZEP;7.5";"JUUL5B;5.5";"Y813MQ;7.5";"ULG3QT;14.0";"N6JU7C;14.0";"6300VTAG;9.5"
C-13-21;A;"750FW;15.0";"SSQFQA;8.5";"I1X92B;13.0";"9FWH2G;4.5";"10090TO;14.0";"B24J86;11.5";"G8ASPE;5.5";"DGAONE;7.0";"V7JUQL;5.5";"TBCCF7;9.5";"5003DD;4.0";"KUFVRI;12.5";"6M2FJM;16.0";"KTDZY0;10.0";"XUZJ74;10.0";"05W6TK;16.0";"U95NWB;11.0";"300FW;13.0"
